,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
53,5/8/2022,17:05,Ligue 1,Matchweek 36,Sun,Away,W,3,0,Lorient,1.6,0.2,68,16210,Steve Mandanda,3/3/2004,Bastien Dechepy,Match Report,,9,6,12.9,0,0,0,2022,Marseille
54,5/14/2022,21:00,Ligue 1,Matchweek 37,Sat,Away,L,0,2,Rennes,0.4,1.6,60,28811,Steve Mandanda,3/3/2004,Benoît Bastien,Match Report,,8,0,18.6,0,0,0,2022,Marseille
55,5/21/2022,21:00,Ligue 1,Matchweek 38,Sat,Home,W,4,0,Strasbourg,2.3,1.1,60,63873,Steve Mandanda,3-2-4-1,Stéphanie Frappart,Match Report,,17,11,17.2,0,0,0,2022,Marseille
1,8/6/2021,21:00,Ligue 1,Matchweek 1,Fri,Home,D,1,1,Nantes,1.5,0.2,74,7500,Axel Disasi,4/2/2004,Antony Gautier,Match Report,,15,2,15.2,2,0,0,2022,Monaco
3,8/13/2021,21:00,Ligue 1,Matchweek 2,Fri,Away,L,0,1,Lorient,1.1,0.8,71,12149,Axel Disasi,4/3/2003,Hakim Ben El Hadj Salem,Match Report,,12,3,14.9,0,0,0,2022,Monaco
5,8/21/2021,17:00,Ligue 1,Matchweek 3,Sat,Home,L,0,2,Lens,0.3,0.5,71,6483,Wissam Ben Yedder,4-4-1-1,Jérémie Pignard,Match Report,,9,2,24.3,1,0,0,2022,Monaco
7,8/29/2021,13:00,Ligue 1,Matchweek 4,Sun,Away,W,2,1,Troyes,1.9,0.7,51,9866,Wissam Ben Yedder,4-2-3-1,Johan Hamel,Match Report,,7,4,14.3,0,0,0,2022,Monaco
8,9/11/2021,21:00,Ligue 1,Matchweek 5,Sat,Home,L,0,2,Marseille,0.8,1.6,51,8615,Wissam Ben Yedder,4/2/2004,Stéphanie Frappart,Match Report,,7,0,14.2,0,0,0,2022,Monaco
10,9/19/2021,13:00,Ligue 1,Matchweek 6,Sun,Away,D,2,2,Nice,2.4,1.7,51,,Wissam Ben Yedder,4/3/2003,François Letexier,Match Report,,7,2,15.2,0,1,1,2022,Monaco
11,9/22/2021,19:00,Ligue 1,Matchweek 7,Wed,Home,W,3,1,Saint-Étienne,1.7,0.4,66,3579,Axel Disasi,4/3/2003,Jérôme Brisard,Match Report,,13,5,17.9,1,1,1,2022,Monaco
12,9/26/2021,17:00,Ligue 1,Matchweek 8,Sun,Away,W,3,1,Clermont Foot,1.6,1.1,47,11529,Wissam Ben Yedder,4-2-3-1,Benoît Millot,Match Report,,6,3,12.4,1,0,0,2022,Monaco
14,10/3/2021,15:00,Ligue 1,Matchweek 9,Sun,Home,W,3,0,Bordeaux,1.6,0.3,57,3667,Wissam Ben Yedder,4-2-3-1,Clément Turpin,Match Report,,11,3,21.8,1,1,1,2022,Monaco
15,10/16/2021,21:00,Ligue 1,Matchweek 10,Sat,Away,L,0,2,Lyon,0.6,2.6,39,50585,Wissam Ben Yedder,4/2/2004,Amaury Delerue,Match Report,,9,3,14.8,0,0,0,2022,Monaco
17,10/24/2021,17:00,Ligue 1,Matchweek 11,Sun,Home,W,3,1,Montpellier,1.3,1.3,64,4861,Wissam Ben Yedder,4/2/2004,François Letexier,Match Report,,14,4,17.2,1,0,0,2022,Monaco
18,10/31/2021,17:00,Ligue 1,Matchweek 12,Sun,Away,L,0,2,Brest,0.4,1.3,66,12463,Wissam Ben Yedder,4/2/2004,Johan Hamel,Match Report,,5,2,18.7,0,0,0,2022,Monaco
20,11/7/2021,15:00,Ligue 1,Matchweek 13,Sun,Away,D,0,0,Reims,1,0.3,57,12080,Wissam Ben Yedder,4/2/2004,Jérémie Pignard,Match Report,,12,3,22.5,0,0,0,2022,Monaco
21,11/19/2021,21:00,Ligue 1,Matchweek 14,Fri,Home,D,2,2,Lille,1.1,2.2,54,3778,Axel Disasi,4/2/2004,Willy Delajod,Match Report,,17,7,18.1,1,0,0,2022,Monaco
23,11/28/2021,15:00,Ligue 1,Matchweek 15,Sun,Home,D,1,1,Strasbourg,2.1,1,59,3478,Wissam Ben Yedder,4-2-3-1,Antony Gautier,Match Report,,7,2,16.5,0,1,1,2022,Monaco
24,12/1/2021,19:00,Ligue 1,Matchweek 16,Wed,Away,W,3,1,Angers,3.1,1.3,52,8267,Axel Disasi,4-2-3-1,Romain Lissorgue,Match Report,,14,8,13.3,0,0,0,2022,Monaco
25,12/5/2021,15:00,Ligue 1,Matchweek 17,Sun,Home,W,4,0,Metz,1.6,0.6,65,4923,Axel Disasi,4-2-3-1,Bastien Dechepy,Match Report,,7,4,19.1,0,1,1,2022,Monaco
27,12/12/2021,20:45,Ligue 1,Matchweek 18,Sun,Away,L,0,2,Paris S-G,0.7,1.6,47,41154,Wissam Ben Yedder,4-2-3-1,Benoît Bastien,Match Report,,13,3,22.5,0,0,0,2022,Monaco
29,12/22/2021,21:00,Ligue 1,Matchweek 19,Wed,Home,W,2,1,Rennes,1.8,1.4,48,5354,Wissam Ben Yedder,4-2-3-1,Ruddy Buquet,Match Report,,10,2,16.1,0,1,1,2022,Monaco
31,1/9/2022,17:05,Ligue 1,Matchweek 20,Sun,Away,D,0,0,Nantes,0.8,0.4,68,4133,Aurélien Tchouaméni,4-2-3-1,Thomas Léonard,Match Report,,9,1,14.4,0,0,0,2022,Monaco
32,1/16/2022,15:00,Ligue 1,Matchweek 21,Sun,Home,W,4,0,Clermont Foot,3.6,0.4,53,2633,Axel Disasi,3-2-4-1,Jeremy Stinat,Match Report,,19,9,14.2,2,1,1,2022,Monaco
33,1/23/2022,17:05,Ligue 1,Matchweek 22,Sun,Away,L,2,3,Montpellier,1.2,1.7,61,5000,Wissam Ben Yedder,4-1-4-1,Jérémie Pignard,Match Report,,18,7,19.3,1,0,0,2022,Monaco
35,2/5/2022,21:00,Ligue 1,Matchweek 23,Sat,Home,W,2,0,Lyon,2.3,1.3,37,6550,Wissam Ben Yedder,4-1-4-1,Ruddy Buquet,Match Report,,10,6,14.9,0,0,0,2022,Monaco
37,2/13/2022,13:00,Ligue 1,Matchweek 24,Sun,Home,D,0,0,Lorient,1.2,0.1,64,3963,Wissam Ben Yedder,4-1-4-1,Bastien Dechepy,Match Report,,15,4,15.8,0,0,0,2022,Monaco
38,2/20/2022,17:05,Ligue 1,Matchweek 25,Sun,Away,D,1,1,Bordeaux,1.8,0.5,54,29557,Wissam Ben Yedder,4-1-4-1,Jérémie Pignard,Match Report,,13,4,20.1,1,0,0,2022,Monaco
39,2/27/2022,13:00,Ligue 1,Matchweek 26,Sun,Home,L,1,2,Reims,1.2,1.4,69,3982,Wissam Ben Yedder,4-1-4-1,Benoît Millot,Match Report,,18,5,19.2,0,0,0,2022,Monaco
41,3/6/2022,20:45,Ligue 1,Matchweek 27,Sun,Away,W,1,0,Marseille,0.8,0.7,33,56510,Wissam Ben Yedder,4/2/2004,Antony Gautier,Match Report,,5,3,15.2,0,0,0,2022,Monaco
43,3/13/2022,15:00,Ligue 1,Matchweek 28,Sun,Away,L,0,1,Strasbourg,0.8,0.8,55,25231,Axel Disasi,4-2-3-1,Eric Wattellier,Match Report,,5,0,18.3,0,0,0,2022,Monaco
45,3/20/2022,13:00,Ligue 1,Matchweek 29,Sun,Home,W,3,0,Paris S-G,1.9,1,40,16642,Wissam Ben Yedder,4-1-4-1,Benoît Bastien,Match Report,,12,7,19.1,0,1,1,2022,Monaco
46,4/3/2022,15:00,Ligue 1,Matchweek 30,Sun,Away,W,2,1,Metz,1.5,0.9,57,19812,Wissam Ben Yedder,4-2-3-1,Jérôme Brisard,Match Report,,14,4,16.4,0,0,0,2022,Monaco
47,4/10/2022,15:00,Ligue 1,Matchweek 31,Sun,Home,W,2,1,Troyes,0.4,1,56,4786,Wissam Ben Yedder,4/2/2004,Mikael Lesage,Match Report,,10,3,25.3,1,0,0,2022,Monaco
48,4/15/2022,21:00,Ligue 1,Matchweek 32,Fri,Away,W,3,2,Rennes,2.7,2.2,37,28336,Wissam Ben Yedder,4-2-3-1,Stéphanie Frappart,Match Report,,12,4,14.2,0,0,0,2022,Monaco
49,4/20/2022,19:00,Ligue 1,Matchweek 33,Wed,Home,W,1,0,Nice,1.7,0.7,48,10247,Wissam Ben Yedder,4-2-3-1,Benoît Millot,Match Report,,17,7,17.5,0,0,0,2022,Monaco
50,4/23/2022,19:00,Ligue 1,Matchweek 34,Sat,Away,W,4,1,Saint-Étienne,3.3,1.1,44,30018,Wissam Ben Yedder,4-2-3-1,Bastien Dechepy,Match Report,,13,6,14.6,1,0,0,2022,Monaco
51,5/1/2022,15:00,Ligue 1,Matchweek 35,Sun,Home,W,2,0,Angers,2.6,0.7,44,4616,Wissam Ben Yedder,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,15,7,15.8,0,0,0,2022,Monaco
52,5/6/2022,21:00,Ligue 1,Matchweek 36,Fri,Away,W,2,1,Lille,0.3,1,48,39088,Wissam Ben Yedder,4-2-3-1,François Letexier,Match Report,,9,3,22.9,2,0,0,2022,Monaco
53,5/14/2022,21:00,Ligue 1,Matchweek 37,Sat,Home,W,4,2,Brest,3.1,1.9,57,6000,Wissam Ben Yedder,4-2-3-1,Jérôme Brisard,Match Report,,24,7,14.1,0,1,1,2022,Monaco
54,5/21/2022,21:00,Ligue 1,Matchweek 38,Sat,Away,D,2,2,Lens,1.4,1.6,40,37764,Wissam Ben Yedder,4-2-3-1,Benoît Bastien,Match Report,,12,4,18.7,1,0,0,2022,Monaco
0,8/8/2021,13:00,Ligue 1,Matchweek 1,Sun,Home,D,1,1,Lens,0.7,2.1,59,22567,Hamari Traoré,3/3/2004,Bastien Dechepy,Match Report,,10,2,19.1,1,0,0,2022,Rennes
1,8/15/2021,15:00,Ligue 1,Matchweek 2,Sun,Away,D,1,1,Brest,1,1.9,59,14271,Hamari Traoré,3/3/2004,Benoît Bastien,Match Report,,6,2,9.9,0,0,0,2022,Rennes
3,8/22/2021,17:00,Ligue 1,Matchweek 3,Sun,Home,W,1,0,Nantes,0.9,0.5,62,27569,Hamari Traoré,4-2-3-1,Stéphanie Frappart,Match Report,,14,5,18.3,0,0,0,2022,Rennes
5,8/29/2021,15:00,Ligue 1,Matchweek 4,Sun,Away,L,0,2,Angers,0.9,2.2,48,6473,Hamari Traoré,4-2-3-1,Antony Gautier,Match Report,,7,2,14.5,1,0,0,2022,Rennes
6,9/12/2021,15:00,Ligue 1,Matchweek 5,Sun,Home,L,0,2,Reims,0.6,0.5,63,24486,Hamari Traoré,3/3/2004,Thomas Léonard,Match Report,,10,1,18,1,0,0,2022,Rennes
8,9/19/2021,17:00,Ligue 1,Matchweek 6,Sun,Away,L,0,2,Marseille,1.5,2.1,36,54188,Hamari Traoré,4/2/2004,Willy Delajod,Match Report,,13,2,14,1,0,0,2022,Rennes
9,9/22/2021,19:00,Ligue 1,Matchweek 7,Wed,Home,W,6,0,Clermont Foot,2.4,0.3,55,24109,Benjamin Bourigeaud,3/3/2004,Benoît Bastien,Match Report,,21,10,17.4,0,0,0,2022,Rennes
10,9/26/2021,13:00,Ligue 1,Matchweek 8,Sun,Away,D,1,1,Bordeaux,2,0.7,53,16675,Hamari Traoré,4/2/2004,Hakim Ben El Hadj Salem,Match Report,,18,8,17.4,0,0,0,2022,Rennes
12,10/3/2021,13:00,Ligue 1,Matchweek 9,Sun,Home,W,2,0,Paris S-G,1,1.5,33,28092,Hamari Traoré,4/2/2004,Ruddy Buquet,Match Report,,12,4,19,0,0,0,2022,Rennes
13,10/17/2021,15:00,Ligue 1,Matchweek 10,Sun,Away,W,3,0,Metz,2.2,0.9,65,15679,Hamari Traoré,4/2/2004,Benoît Millot,Match Report,,21,8,13.6,0,0,0,2022,Rennes
15,10/24/2021,15:00,Ligue 1,Matchweek 11,Sun,Home,W,1,0,Strasbourg,1.2,0.9,63,27185,Hamari Traoré,4/2/2004,Stéphanie Frappart,Match Report,,18,3,13.1,0,0,0,2022,Rennes
16,10/31/2021,15:00,Ligue 1,Matchweek 12,Sun,Away,D,2,2,Troyes,1.3,1.3,62,8550,Hamari Traoré,4/2/2004,Jeremy Stinat,Match Report,,13,5,14.1,0,0,0,2022,Rennes
18,11/7/2021,20:45,Ligue 1,Matchweek 13,Sun,Home,W,4,1,Lyon,3.3,1.1,49,28222,Hamari Traoré,4-4-1-1,Benoît Bastien,Match Report,,25,10,15.8,1,0,0,2022,Rennes
19,11/20/2021,21:00,Ligue 1,Matchweek 14,Sat,Home,W,2,0,Montpellier,2.9,0.7,67,27003,Hamari Traoré,3/3/2004,Mikael Lesage,Match Report,,30,7,13.9,1,0,0,2022,Rennes
21,11/28/2021,15:00,Ligue 1,Matchweek 15,Sun,Away,W,2,0,Lorient,1.3,0.8,57,16321,Hamari Traoré,4/2/2004,Bastien Dechepy,Match Report,,11,5,19.1,0,0,0,2022,Rennes
22,12/1/2021,21:00,Ligue 1,Matchweek 16,Wed,Home,L,1,2,Lille,0.8,0.7,64,25392,Hamari Traoré,4/2/2004,Stéphanie Frappart,Match Report,,10,2,17.4,0,0,0,2022,Rennes
23,12/5/2021,13:00,Ligue 1,Matchweek 17,Sun,Away,W,5,0,Saint-Étienne,2.6,0.5,56,11257,Benjamin Bourigeaud,3/3/2004,Thomas Léonard,Match Report,,18,10,13.6,0,0,0,2022,Rennes
24,12/12/2021,15:00,Ligue 1,Matchweek 18,Sun,Home,L,1,2,Nice,1.6,1.4,66,27892,Hamari Traoré,3/3/2004,Willy Delajod,Match Report,,21,8,16.4,1,0,0,2022,Rennes
26,12/22/2021,21:00,Ligue 1,Matchweek 19,Wed,Away,L,1,2,Monaco,1.4,1.8,52,5354,Hamari Traoré,3/3/2004,Ruddy Buquet,Match Report,,16,6,19.2,0,0,0,2022,Rennes
28,1/8/2022,21:00,Ligue 1,Matchweek 20,Sat,Away,L,0,1,Lens,0.5,0.8,43,5000,Benjamin Bourigeaud,3/3/2004,Benoît Bastien,Match Report,,5,0,19.9,0,0,0,2022,Rennes
29,1/16/2022,13:00,Ligue 1,Matchweek 21,Sun,Home,W,6,0,Bordeaux,3.1,0.3,57,4951,Benjamin Bourigeaud,4/2/2004,Bastien Dechepy,Match Report,,19,9,13.2,1,0,0,2022,Rennes
30,1/23/2022,15:00,Ligue 1,Matchweek 22,Sun,Away,L,1,2,Clermont Foot,1.7,1.1,52,4535,Benjamin Bourigeaud,4/2/2004,Thomas Léonard,Match Report,,13,4,15,0,0,0,2022,Rennes
31,2/6/2022,17:00,Ligue 1,Matchweek 23,Sun,Home,W,2,0,Brest,2.1,0.4,60,25409,Hamari Traoré,3/3/2004,Johan Hamel,Match Report,,19,8,13.7,0,0,0,2022,Rennes
32,2/11/2022,21:00,Ligue 1,Matchweek 24,Fri,Away,L,0,1,Paris S-G,0.8,0.9,37,47000,Hamari Traoré,3/3/2004,Benoît Bastien,Match Report,,13,1,17.3,0,0,0,2022,Rennes
33,2/20/2022,15:00,Ligue 1,Matchweek 25,Sun,Home,W,4,1,Troyes,2.8,0.6,63,22967,Hamari Traoré,4/2/2004,Clément Turpin,Match Report,,16,7,19.6,2,1,1,2022,Rennes
34,2/25/2022,21:00,Ligue 1,Matchweek 26,Fri,Away,W,4,2,Montpellier,1.9,1.2,53,10000,Hamari Traoré,4/2/2004,Amaury Delerue,Match Report,,10,8,19,0,1,1,2022,Rennes
35,3/6/2022,15:00,Ligue 1,Matchweek 27,Sun,Home,W,2,0,Angers,1.6,0.6,55,27693,Hamari Traoré,4/2/2004,Benoît Millot,Match Report,,15,4,13.5,0,0,0,2022,Rennes
37,3/13/2022,17:05,Ligue 1,Matchweek 28,Sun,Away,W,4,2,Lyon,1.5,1.3,39,46597,Hamari Traoré,3/3/2004,Antony Gautier,Match Report,,9,7,17.5,0,0,0,2022,Rennes
39,3/20/2022,15:00,Ligue 1,Matchweek 29,Sun,Home,W,6,1,Metz,3.5,0.7,63,27966,Hamari Traoré,3/3/2004,Willy Delajod,Match Report,,20,7,16.2,0,1,1,2022,Rennes
40,4/2/2022,17:00,Ligue 1,Matchweek 30,Sat,Away,D,1,1,Nice,1.1,0.8,61,24086,Hamari Traoré,3/3/2004,Benoît Bastien,Match Report,,13,3,15.2,0,0,0,2022,Rennes
41,4/9/2022,17:00,Ligue 1,Matchweek 31,Sat,Away,W,3,2,Reims,1.5,2.6,59,10243,Hamari Traoré,4-2-3-1,Romain Lissorgue,Match Report,,14,8,15.6,1,0,0,2022,Rennes
42,4/15/2022,21:00,Ligue 1,Matchweek 32,Fri,Home,L,2,3,Monaco,2.2,2.7,63,28336,Hamari Traoré,4-2-3-1,Stéphanie Frappart,Match Report,,12,3,17.2,1,1,1,2022,Rennes
43,4/20/2022,21:00,Ligue 1,Matchweek 33,Wed,Away,L,1,2,Strasbourg,0.7,2.4,62,25148,Hamari Traoré,4-2-3-1,Willy Delajod,Match Report,,11,3,16.5,0,0,0,2022,Rennes
44,4/24/2022,13:00,Ligue 1,Matchweek 34,Sun,Home,W,5,0,Lorient,1.6,0.6,58,28324,Hamari Traoré,3/3/2004,Benoît Millot,Match Report,,10,7,15.1,0,0,0,2022,Rennes
45,4/30/2022,21:00,Ligue 1,Matchweek 35,Sat,Home,W,2,0,Saint-Étienne,1.6,0.7,72,27390,Hamari Traoré,3/3/2004,Jeremy Stinat,Match Report,,13,3,16.8,0,0,0,2022,Rennes
46,5/11/2022,21:00,Ligue 1,Matchweek 36,Wed,Away,L,1,2,Nantes,2,1.2,70,26359,Hamari Traoré,3/3/2004,Antony Gautier,Match Report,,17,5,17.7,1,0,0,2022,Rennes
47,5/14/2022,21:00,Ligue 1,Matchweek 37,Sat,Home,W,2,0,Marseille,1.6,0.4,40,28811,Hamari Traoré,3/3/2004,Benoît Bastien,Match Report,,12,4,16.7,0,0,0,2022,Rennes
48,5/21/2022,21:00,Ligue 1,Matchweek 38,Sat,Away,D,2,2,Lille,1.2,1.8,50,40116,Hamari Traoré,3/3/2004,Amaury Delerue,Match Report,,13,3,19.5,1,0,0,2022,Rennes
0,8/8/2021,15:00,Ligue 1,Matchweek 1,Sun,Home,D,0,0,Reims,0.8,0.2,61,18030,Dante,4/2/2004,Johan Hamel,Match Report,,12,2,14.9,0,0,0,2022,Nice
1,8/14/2021,17:00,Ligue 1,Matchweek 2,Sat,Away,W,4,0,Lille,1.9,0.8,38,30144,Dante,4/2/2004,Jérôme Brisard,Match Report,,10,6,13.8,0,1,1,2022,Nice
2,8/28/2021,17:00,Ligue 1,Matchweek 4,Sat,Home,W,4,0,Bordeaux,3.2,1.1,43,,Dante,4/2/2004,Jérémie Pignard,Match Report,,10,4,15,0,1,1,2022,Nice
3,9/12/2021,17:00,Ligue 1,Matchweek 5,Sun,Away,W,2,0,Nantes,2.1,1.7,49,14597,Dante,4/2/2004,Benoît Millot,Match Report,,9,3,15.2,0,0,0,2022,Nice
4,9/19/2021,13:00,Ligue 1,Matchweek 6,Sun,Home,D,2,2,Monaco,1.7,2.4,49,,Dante,4/2/2004,François Letexier,Match Report,,11,3,19.3,0,0,1,2022,Nice
5,9/22/2021,21:00,Ligue 1,Matchweek 7,Wed,Away,L,0,1,Lorient,2.2,0.5,63,10687,Dante,4/2/2004,Romain Lissorgue,Match Report,,12,1,17.2,0,0,1,2022,Nice
6,9/25/2021,17:00,Ligue 1,Matchweek 8,Sat,Away,W,3,0,Saint-Étienne,2.2,0.6,41,19980,Dante,4/2/2004,Amaury Delerue,Match Report,,14,9,15.9,1,0,0,2022,Nice
7,10/2/2021,21:00,Ligue 1,Matchweek 9,Sat,Home,W,2,1,Brest,3.8,0.6,70,13503,Dante,4/2/2004,António Nobre,Match Report,,20,9,13.9,1,0,0,2022,Nice
8,10/17/2021,13:00,Ligue 1,Matchweek 10,Sun,Away,L,0,1,Troyes,0.6,0.9,61,7925,Dante,4/2/2004,Johan Hamel,Match Report,,11,3,18.3,0,0,0,2022,Nice
9,10/24/2021,13:00,Ligue 1,Matchweek 11,Sun,Home,W,3,2,Lyon,2.4,1.4,43,24519,Dante,4/2/2004,Jérôme Brisard,Match Report,,16,6,17.7,0,1,1,2022,Nice
10,10/27/2021,21:00,Ligue 1,Matchweek 3,Wed,Home,D,1,1,Marseille,1.5,0.5,45,,Dante,4/2/2004,Clément Turpin,Match Report,,11,3,13.8,0,0,0,2022,Nice
11,10/31/2021,13:00,Ligue 1,Matchweek 12,Sun,Away,W,2,1,Angers,0.8,1.2,63,6788,Dante,4/2/2004,Willy Delajod,Match Report,,14,5,21.6,1,0,0,2022,Nice
12,11/7/2021,17:00,Ligue 1,Matchweek 13,Sun,Home,L,0,1,Montpellier,1.4,0.4,68,20157,Dante,4/2/2004,Antony Gautier,Match Report,,22,6,16.5,0,0,0,2022,Nice
13,11/21/2021,17:00,Ligue 1,Matchweek 14,Sun,Away,W,2,1,Clermont Foot,0.6,0.7,49,11683,Walter Benítez,4/2/2004,Stéphanie Frappart,Match Report,,9,4,20.8,1,0,0,2022,Nice
14,11/27/2021,21:00,Ligue 1,Matchweek 15,Sat,Home,L,0,1,Metz,1.2,0.4,71,17033,Dante,4/2/2004,François Letexier,Match Report,,20,2,20.8,0,0,0,2022,Nice
15,12/1/2021,21:00,Ligue 1,Matchweek 16,Wed,Away,D,0,0,Paris S-G,1,1.9,30,47502,Dante,4/2/2004,Clément Turpin,Match Report,,4,2,17.7,0,0,0,2022,Nice
16,12/5/2021,17:00,Ligue 1,Matchweek 17,Sun,Home,L,0,3,Strasbourg,1.3,2.6,60,16220,Walter Benítez,4/2/2004,Jérémie Pignard,Match Report,,12,5,18,1,0,0,2022,Nice
17,12/12/2021,15:00,Ligue 1,Matchweek 18,Sun,Away,W,2,1,Rennes,1.4,1.6,34,27892,Dante,4/2/2004,Willy Delajod,Match Report,,7,2,14.4,0,1,1,2022,Nice
19,12/22/2021,21:00,Ligue 1,Matchweek 19,Wed,Home,W,2,1,Lens,0.9,1,55,22065,Dante,4/2/2004,Jérôme Brisard,Match Report,,9,3,15.5,0,0,0,2022,Nice
20,1/9/2022,13:00,Ligue 1,Matchweek 20,Sun,Away,W,3,0,Brest,1.2,1.6,37,5102,Dante,4/2/2004,Stéphanie Frappart,Match Report,,9,4,18.3,0,0,0,2022,Nice
21,1/14/2022,21:00,Ligue 1,Matchweek 21,Fri,Home,W,2,1,Nantes,1.7,0.4,54,5000,Dante,4/2/2004,Ruddy Buquet,Match Report,,12,4,18,0,1,1,2022,Nice
22,1/23/2022,13:00,Ligue 1,Matchweek 22,Sun,Away,W,2,0,Metz,1.9,0.4,47,5000,Dante,4/2/2004,Amaury Delerue,Match Report,,6,5,13.1,0,1,1,2022,Nice
24,2/6/2022,15:00,Ligue 1,Matchweek 23,Sun,Home,L,0,1,Clermont Foot,1,1.5,55,18022,Dante,4/2/2004,Jérôme Brisard,Match Report,,7,3,10.7,0,0,0,2022,Nice
26,2/12/2022,21:00,Ligue 1,Matchweek 24,Sat,Away,L,0,2,Lyon,0.1,2.4,40,41974,Dante,4/2/2004,Benoît Millot,Match Report,,1,1,6.6,0,0,0,2022,Nice
27,2/20/2022,13:00,Ligue 1,Matchweek 25,Sun,Home,W,1,0,Angers,0.8,0.8,58,18257,Dante,4/2/2004,Romain Lissorgue,Match Report,,9,5,18.4,1,0,0,2022,Nice
28,2/26/2022,17:00,Ligue 1,Matchweek 26,Sat,Away,D,0,0,Strasbourg,0.2,0.8,37,25150,Dante,4/1/2005,Stéphanie Frappart,Match Report,,4,0,21.2,1,0,0,2022,Nice
30,3/5/2022,21:00,Ligue 1,Matchweek 27,Sat,Home,W,1,0,Paris S-G,0.9,0.4,43,31949,Dante,4/2/2004,Willy Delajod,Match Report,,11,6,17.3,0,0,0,2022,Nice
31,3/12/2022,17:00,Ligue 1,Matchweek 28,Sat,Away,D,0,0,Montpellier,0.8,2.9,43,11658,Dante,4/2/2004,Clément Turpin,Match Report,,8,0,19.4,0,0,0,2022,Nice
32,3/20/2022,20:45,Ligue 1,Matchweek 29,Sun,Away,L,1,2,Marseille,1.4,1.5,44,64722,Walter Benítez,4/2/2004,Jérôme Brisard,Match Report,,9,3,15.2,0,0,0,2022,Nice
33,4/2/2022,17:00,Ligue 1,Matchweek 30,Sat,Home,D,1,1,Rennes,0.8,1.1,39,24086,Dante,4/2/2004,Benoît Bastien,Match Report,,10,3,15.6,0,0,0,2022,Nice
34,4/10/2022,17:05,Ligue 1,Matchweek 31,Sun,Away,L,0,3,Lens,1.4,0.9,58,36668,Dante,4/2/2004,Willy Delajod,Match Report,,16,6,16.6,1,0,0,2022,Nice
35,4/17/2022,13:00,Ligue 1,Matchweek 32,Sun,Home,W,2,1,Lorient,2.2,0.2,63,17212,Walter Benítez,4/2/2004,Amaury Delerue,Match Report,,14,1,14.1,1,1,1,2022,Nice
36,4/20/2022,19:00,Ligue 1,Matchweek 33,Wed,Away,L,0,1,Monaco,0.7,1.7,52,10247,Walter Benítez,4/2/2004,Benoît Millot,Match Report,,15,2,18.2,0,0,0,2022,Nice
37,4/24/2022,15:00,Ligue 1,Matchweek 34,Sun,Home,W,1,0,Troyes,2,0.4,61,17065,Dante,4/2/2004,Hakim Ben El Hadj Salem,Match Report,,18,3,15.7,0,0,0,2022,Nice
38,5/1/2022,17:05,Ligue 1,Matchweek 35,Sun,Away,W,1,0,Bordeaux,2.7,0.3,55,23552,Dante,4/2/2004,Johan Hamel,Match Report,,14,2,15.4,0,0,0,2022,Nice
40,5/11/2022,19:00,Ligue 1,Matchweek 36,Wed,Home,W,4,2,Saint-Étienne,1.4,2.1,63,17704,Dante,4/2/2004,Ruddy Buquet,Match Report,,14,7,16.8,2,0,0,2022,Nice
41,5/14/2022,21:00,Ligue 1,Matchweek 37,Sat,Home,L,1,3,Lille,1.4,2,59,24232,Dante,4/2/2004,Thomas Léonard,Match Report,,16,6,16.3,0,0,0,2022,Nice
42,5/21/2022,21:00,Ligue 1,Matchweek 38,Sat,Away,W,3,2,Reims,1.8,0.7,55,12589,Dante,4/2/2004,Eric Wattellier,Match Report,,16,5,22.9,1,1,1,2022,Nice
0,8/8/2021,15:00,Ligue 1,Matchweek 1,Sun,Home,L,0,2,Angers,0.3,0.9,57,23250,Dimitri Liénard,4/2/2004,Jeremy Stinat,Match Report,,7,1,21.5,0,0,0,2022,Strasbourg
1,8/14/2021,21:00,Ligue 1,Matchweek 2,Sat,Away,L,2,4,Paris S-G,0.7,3.1,35,46962,Dimitri Liénard,3/2/2005,Willy Delajod,Match Report,,8,2,19.2,0,0,0,2022,Strasbourg
2,8/22/2021,15:00,Ligue 1,Matchweek 3,Sun,Home,D,1,1,Troyes,2.2,1.4,60,22185,Dimitri Liénard,3/2/2005,Jérôme Brisard,Match Report,,13,4,13.9,0,0,0,2022,Strasbourg
3,8/29/2021,15:00,Ligue 1,Matchweek 4,Sun,Home,W,3,1,Brest,1.4,0.8,48,22341,Dimitri Liénard,3/2/2005,Romain Lissorgue,Match Report,,11,5,16.4,1,0,0,2022,Strasbourg
4,9/12/2021,20:45,Ligue 1,Matchweek 5,Sun,Away,L,1,3,Lyon,1.6,1.6,42,33267,Alexander Djiku,3/2/2005,Ruddy Buquet,Match Report,,11,3,13,0,1,1,2022,Strasbourg
5,9/17/2021,21:00,Ligue 1,Matchweek 6,Fri,Home,W,3,0,Metz,2,0.6,46,25437,Dimitri Liénard,3/2/2005,Eric Wattellier,Match Report,,9,4,18.7,1,1,1,2022,Strasbourg
6,9/22/2021,21:00,Ligue 1,Matchweek 7,Wed,Away,W,1,0,Lens,1.1,1.5,41,,Alexander Djiku,3/2/2005,Jeremy Stinat,Match Report,,6,1,10.3,0,0,0,2022,Strasbourg
